"","Age","Gender","Education.Level","Job.Title","Years.of.Experience","Salary","Country","Race","Senior"
"4096",33,"Female",1,"Human Resources Manager",8,95000,"UK","Asian",0
"4097",24,"Male",0,"NaN",1,25000,"Canada","White",0
"4098",35,"Female",2,"Marketing Manager",10,110000,"USA","African American",0
"4099",29,"Male",1,"Software Engineer",4,70000,"Australia","Asian",0
"4100",49,"Male",3,"Data Scientist",22,220000,"Australia","Asian",0
"4101",26,"Female",1,"Software Developer",2,35000,"Australia","Australian",0
"4102",41,"Female",2,"Human Resources Manager",13,140000,"UK","Mixed",0
"4103",36,"Male",1,"Operations Manager",9,110000,"China","Korean",0
"4104",28,"Female",0,"NaN",NA,25000,"Canada","Black",0
"4105",43,"Male",3,"Data Scientist",16,160000,"China","Korean",0
"4106",29,"Male",1,"Software Developer",5,NA,"China","White",0
"4107",39,"Female",2,"Marketing Coordinator",11,120000,"Canada","Asian",0
"4108",32,"Male",1,"Operations Manager",6,90000,"China","White",0
"4109",28,"Female",2,"Human Resources Coordinator",2,45000,"USA","White",0
"4110",40,"Male",3,"Data Scientist",15,150000,"Canada","Asian",0
"4111",33,"Female",1,"Human Resources Manager",8,95000,"China","Korean",0
"4112",24,"Male",0,"Sales Associate",1,25000,"Australia","White",0
"4113",35,"Female",2,"Marketing Manager",10,110000,"Australia","Asian",0
"4114",29,"Male",1,"Software Engineer",4,70000,"Canada","Black",0
"4115",49,"Male",3,"Data Scientist",NA,220000,"China","White",0
"4116",26,"Female",1,"Software Developer",2,35000,"Australia","White",0
"4117",41,"Female",2,"Human Resources Manager",13,140000,"UK","Welsh",0
"4118",36,"Male",1,"Operations Manager",NA,110000,"UK","Welsh",0
"4119",28,"Female",0,"Sales Associate",1,25000,"Canada","White",0
"4120",43,"Male",3,"Data Scientist",16,160000,"Australia","Asian",0
"4121",29,"Male",1,"Software Developer",NA,80000,"USA","Hispanic",0
"4122",34,"Male",1,"Software Engineer",6,85000,"Canada","White",0
"4123",31,"Female",2,"Marketing Manager",4,62000,"China","Korean",0
"4124",41,"Male",3,"Data Scientist",13,138000,"China","Korean",0
"4125",27,"Female",1,"Human Resources Coordinator",NA,47000,"China","Korean",0
"4126",25,"Male",0,"Sales Associate",NA,26000,"Australia","Australian",0
"4127",33,"Female",2,"Software Developer",8,95000,"UK","Asian",0
"4128",45,"Male",1,"Operations Manager",19,174000,"Canada","Asian",0
"4129",28,"Female",1,"Marketing Coordinator",2,41000,"China","Chinese",0
"4130",42,"Male",3,"Data Scientist",16,162000,"Australia","White",0
"4131",34,"Female",1,"Human Resources Manager",9,99000,"Canada","Black",0
"4132",23,"Male",0,"Sales Associate",NA,26000,"Canada","White",0
"4133",36,"Female",2,"Marketing Manager",11,117000,"UK","White",0
"4134",30,"Male",1,"Software Engineer",NA,75000,"Australia","Australian",0
"4135",50,"Male",3,"Data Scientist",23,225000,"UK","Asian",0
"4136",27,"Female",1,"Software Developer",2,36000,"UK","Asian",0
"4137",43,"Female",2,"Human Resources Manager",14,146000,"USA","White",0
"4138",37,"Male",1,"Operations Manager",10,113000,"Australia","Asian",0
"4139",29,"Female",0,"Sales Associate",1,26000,"Canada","Asian",0
"4140",44,"Male",3,"Data Scientist",17,168000,"USA","Asian",0
"4141",30,"Male",1,"Software Developer",6,85000,"USA","Asian",0
"4142",40,"Female",2,"Marketing Coordinator",12,122000,"Australia","Australian",0
"4143",33,"Male",1,"Operations Manager",7,96000,"Australia","Australian",0
"4144",29,"Female",2,"Human Resources Coordinator",3,49000,"Australia","Asian",0
"4145",43,"Male",3,"NaN",NA,NA,"China","Chinese",0
"4146",34,"Female",1,"Human Resources Manager",9,99000,"UK","Welsh",0
"4147",23,"Male",0,"Sales Associate",1,NA,"Australia","Asian",0
"4148",36,"Female",2,"Marketing Manager",11,117000,"USA","Asian",0
"4149",30,"Male",1,"Software Engineer",NA,75000,"USA","African American",0
"4150",50,"Male",3,"Data Scientist",23,225000,"USA","Hispanic",0
"4151",27,"Female",1,"Software Developer",2,36000,"USA","Asian",0
"4152",43,"Female",2,"Human Resources Manager",14,146000,"Australia","Australian",0
"4153",37,"Male",1,"Operations Manager",NA,113000,"UK","Asian",0
"4154",29,"Female",0,"Sales Associate",1,26000,"Australia","White",0
"4155",44,"Male",3,"Data Scientist",17,168000,"Canada","Black",0
"4156",30,"Male",1,"Software Developer",6,85000,"USA","African American",0
"4157",40,"Female",2,"Marketing Coordinator",NA,122000,"Australia","Asian",0
"4158",33,"Male",1,"Operations Manager",7,96000,"USA","Hispanic",0
"4159",29,"Female",2,"Human Resources Coordinator",3,49000,"Canada","Black",0
"4160",43,"Male",3,"Data Scientist",16,162000,"Canada","Black",0
"4161",34,"Female",1,"Human Resources Manager",9,99000,"UK","Mixed",0
"4162",23,"Male",0,"Sales Associate",1,26000,"Canada","White",0
"4163",36,"Female",2,"Marketing Manager",11,117000,"USA","Hispanic",0
"4164",30,"Male",1,"Software Engineer",5,75000,"Australia","Asian",0
"4165",50,"Male",3,"Data Scientist",23,225000,"Australia","Australian",0
"4166",27,"Female",1,"NaN",2,36000,"UK","Mixed",0
"4167",43,"Female",2,"Human Resources Manager",14,146000,"UK","White",0
"4168",37,"Male",1,"Operations Manager",10,113000,"USA","White",0
"4169",29,"Female",0,"Sales Associate",1,26000,"UK","Welsh",0
"4170",44,"Male",3,"Data Scientist",17,168000,"USA","White",0
"4171",30,"Male",1,"Software Developer",6,85000,"Australia","Asian",0
"4172",40,"Female",2,"Marketing Coordinator",NA,122000,"UK","Welsh",0
"4173",33,"Male",1,"Operations Manager",7,96000,"Australia","Asian",0
"4174",29,"Female",2,"Human Resources Coordinator",NA,49000,"China","Korean",0
"4175",43,"Male",3,"Data Scientist",16,162000,"Australia","Australian",0
"4176",34,"Female",1,"Human Resources Manager",NA,99000,"Australia","Asian",0
"4177",23,"Male",0,"Sales Associate",1,26000,"USA","Hispanic",0
"4178",36,"Female",2,"Marketing Manager",11,117000,"Australia","Asian",0
"4179",30,"Male",1,"Software Engineer",5,75000,"USA","White",0
"4180",50,"Male",3,"Data Scientist",23,225000,"Australia","Australian",0
"4181",27,"Female",1,"Software Developer",2,36000,"Australia","Asian",0
"4182",43,"Female",2,"Human Resources Manager",NA,146000,"Australia","White",0
"4183",37,"Male",1,"Operations Manager",10,113000,"Australia","Asian",0
"4184",29,"Female",0,"Sales Associate",1,26000,"China","Chinese",0
"4185",44,"Male",3,"Data Scientist",17,168000,"UK","Asian",0
"4186",30,"Male",1,"Software Developer",6,85000,"USA","White",0
"4187",40,"Female",2,"Marketing Coordinator",12,122000,"UK","Asian",0
"4188",33,"Male",1,"Operations Manager",7,96000,"UK","Asian",0
"4189",29,"Female",2,"Human Resources Coordinator",3,49000,"China","Chinese",0
"4190",43,"Male",3,"Data Scientist",16,162000,"Canada","Asian",0
"4191",34,"Female",1,"Human Resources Manager",9,99000,"China","White",0
"4192",23,"Male",0,"Sales Associate",1,26000,"UK","Welsh",0
"4193",36,"Female",2,"Marketing Manager",11,117000,"Canada","Asian",0
"4194",30,"Male",1,"NaN",NA,75000,"China","White",0
"4195",50,"Male",3,"Data Scientist",NA,225000,"Australia","White",0
"4196",27,"Female",1,"Software Developer",2,36000,"Australia","Australian",0
"4197",43,"Female",2,"Human Resources Manager",14,146000,"USA","African American",0
"4198",37,"Male",1,"Operations Manager",10,113000,"China","White",0
"4199",29,"Female",0,"Sales Associate",1,26000,"Canada","White",0
"4200",44,"Male",3,"Data Scientist",NA,168000,"Canada","Black",0
"4201",30,"Male",1,"Software Developer",6,85000,"UK","White",0
"4202",40,"Female",2,"Marketing Coordinator",12,122000,"UK","Mixed",0
"4203",33,"Male",1,"Operations Manager",7,96000,"China","Chinese",0
"4204",29,"Female",2,"Human Resources Coordinator",3,49000,"Canada","Asian",0
"4205",43,"Male",3,"Data Scientist",16,162000,"China","White",0
"4206",34,"Female",1,"Human Resources Manager",9,99000,"UK","Asian",0
"4207",23,"Male",0,"Sales Associate",1,NA,"USA","Hispanic",0
"4208",36,"Female",2,"Marketing Manager",11,117000,"Canada","Asian",0
"4209",30,"Male",1,"Software Engineer",NA,75000,"Canada","Black",0
"4210",50,"Male",3,"Data Scientist",NA,225000,"UK","White",0
"4211",27,"Female",1,"Software Developer",2,36000,"Australia","White",0
"4212",43,"Female",2,"Human Resources Manager",14,146000,"Canada","White",0
"4213",37,"Male",1,"Operations Manager",10,113000,"Canada","Black",0
"4214",29,"Female",0,"Sales Associate",1,26000,"UK","Welsh",0
"4215",44,"Male",3,"Data Scientist",17,168000,"Canada","White",0
"4216",30,"Male",1,"Software Developer",6,85000,"UK","White",0
"4217",40,"Female",2,"Marketing Coordinator",12,NA,"Canada","Black",0
"4218",33,"Male",1,"Operations Manager",7,96000,"China","White",0
"4219",29,"Female",2,"Human Resources Coordinator",3,49000,"USA","Hispanic",0
"4220",43,"Male",3,"Data Scientist",16,162000,"USA","Asian",0
"4221",34,"Female",1,"Human Resources Manager",9,99000,"China","Chinese",0
"4222",23,"Male",0,"Sales Associate",1,26000,"Canada","White",0
"4223",36,"Female",2,"Marketing Manager",11,117000,"USA","African American",0
"4224",30,"Male",1,"Software Engineer",5,75000,"UK","Asian",0
"4225",50,"Male",3,"Data Scientist",23,225000,"Australia","White",0
"4226",27,"Female",1,"NaN",2,36000,"UK","Mixed",0
"4227",43,"Female",2,"Human Resources Manager",14,146000,"UK","White",0
"4228",37,"Male",1,"Operations Manager",10,113000,"Canada","Black",0
"4229",29,"Female",0,"Sales Associate",1,26000,"Canada","Asian",0
"4230",44,"Male",3,"Data Scientist",17,168000,"USA","Hispanic",0
"4231",30,"Male",1,"Software Developer",6,85000,"Canada","White",0
"4232",40,"Female",2,"Marketing Coordinator",12,122000,"Australia","Australian",0
"4233",33,"Male",1,"Operations Manager",7,96000,"China","Chinese",0
"4234",29,"Female",2,"Human Resources Coordinator",3,49000,"Australia","Asian",0
"4235",43,"Male",3,"Data Scientist",16,162000,"USA","African American",0
"4236",34,"Female",1,"Human Resources Manager",9,99000,"USA","White",0
"4237",23,"Male",0,"Sales Associate",1,26000,"USA","Hispanic",0
"4238",36,"Female",2,"Marketing Manager",11,117000,"USA","White",0
"4239",30,"Male",1,"Software Engineer",5,75000,"UK","Mixed",0
"4240",50,"Male",3,"Data Scientist",23,225000,"UK","Welsh",0
"4241",27,"Female",1,"Software Developer",2,36000,"Australia","Asian",0
"4242",43,"Female",2,"Human Resources Manager",14,146000,"USA","African American",0
"4243",37,"Male",1,"Operations Manager",10,113000,"China","White",0
"4244",29,"Female",0,"Sales Associate",1,26000,"USA","White",0
"4245",44,"Male",3,"Data Scientist",17,168000,"UK","Mixed",0
"4246",30,"Male",1,"Software Developer",6,NA,"Australia","Australian",0
"4247",32,"Female",2,"Software Developer",NA,95000,"USA","White",0
"4248",46,"Male",3,"Data Scientist",18,NA,"UK","Asian",0
"4249",28,"Female",1,"Marketing Coordinator",2,41000,"UK","Welsh",0
"4250",24,"Male",0,"Sales Associate",1,26000,"USA","White",0
"4251",31,"Female",2,"Marketing Manager",NA,68000,"UK","Asian",0
"4252",39,"Male",1,"Operations Manager",13,127000,"UK","Asian",0
"4253",25,"Female",1,"Human Resources Coordinator",2,47000,"Canada","White",0
"4254",41,"Male",3,"Data Scientist",15,155000,"Canada","Asian",0
"4255",35,"Female",1,"Human Resources Manager",8,92000,"China","Korean",0
"4256",26,"Male",0,"Sales Associate",1,26000,"Australia","White",0
"4257",37,"Female",2,"Marketing Manager",12,125000,"Australia","Australian",0
"4258",29,"Male",1,"Software Engineer",4,71000,"UK","Mixed",0
"4259",51,"Male",3,"Data Scientist",24,240000,"Canada","Black",0
"4260",28,"Female",1,"Software Developer",2,36000,"Canada","White",0
"4261",44,"Female",2,"Human Resources Manager",15,152000,"China","Chinese",0
"4262",38,"Male",1,"Operations Manager",11,119000,"Australia","Asian",0
"4263",30,"Female",0,"Sales Associate",1,26000,"USA","African American",0
"4264",45,"Male",3,"Data Scientist",19,NA,"Australia","Asian",0
"4265",31,"Male",1,"Software Developer",6,85000,"USA","Hispanic",0
"4266",41,"Female",2,"Marketing Coordinator",NA,131000,"UK","White",0
"4267",34,"Male",1,"Operations Manager",8,101000,"USA","White",0
"4268",30,"Female",2,"Human Resources Coordinator",3,49000,"UK","Asian",0
"4269",44,"Male",3,"Data Scientist",18,182000,"USA","Asian",0
"4270",35,"Female",1,"Human Resources Manager",8,92000,"China","Chinese",0
"4271",26,"Male",0,"Sales Associate",1,26000,"China","White",0
"4272",37,"Female",2,"Marketing Manager",12,NA,"China","Korean",0
"4273",29,"Male",1,"Software Engineer",4,71000,"Canada","Black",0
"4274",51,"Male",3,"Data Scientist",24,240000,"UK","Welsh",0
"4275",28,"Female",1,"NaN",2,36000,"USA","Asian",0
"4276",44,"Female",2,"Human Resources Manager",15,152000,"Australia","White",0
"4277",38,"Male",1,"Operations Manager",NA,119000,"USA","Hispanic",0
"4278",30,"Female",0,"Sales Associate",1,26000,"China","Chinese",0
"4279",45,"Male",3,"Data Scientist",19,190000,"Canada","Asian",0
"4280",31,"Male",1,"Software Developer",6,85000,"UK","White",0
"4281",41,"Female",2,"Marketing Coordinator",13,131000,"USA","Asian",0
"4282",34,"Male",1,"Operations Manager",8,101000,"USA","African American",0
"4283",30,"Female",2,"Human Resources Coordinator",3,49000,"UK","Welsh",0
"4284",44,"Male",3,"Data Scientist",18,182000,"USA","African American",0
"4285",35,"Female",1,"Human Resources Manager",NA,92000,"Canada","White",0
"4286",26,"Male",0,"Sales Associate",1,NA,"Canada","Asian",0
"4287",37,"Female",2,"Marketing Manager",NA,125000,"Canada","White",0
"4288",29,"Male",1,"Software Engineer",4,71000,"Australia","White",0
"4289",51,"Male",3,"Data Scientist",NA,240000,"China","Korean",0
"4290",28,"Female",1,"Software Developer",2,36000,"USA","African American",0
"4291",44,"Female",2,"Human Resources Manager",15,152000,"Australia","White",0
"4292",38,"Male",1,"Operations Manager",11,119000,"USA","African American",0
"4293",30,"Female",0,"Sales Associate",1,26000,"Australia","Asian",0
"4294",45,"Male",3,"Data Scientist",19,190000,"China","Korean",0
"4295",31,"Male",1,"Software Developer",6,85000,"China","Chinese",0
"4296",41,"Female",2,"Marketing Coordinator",NA,131000,"China","White",0
"4297",34,"Male",1,"Operations Manager",NA,101000,"China","Korean",0
"4298",30,"Female",2,"Human Resources Coordinator",3,49000,"UK","White",0
"4299",44,"Male",3,"Data Scientist",18,182000,"Australia","White",0
"4300",35,"Female",1,"Human Resources Manager",8,92000,"USA","Asian",0
"4301",26,"Male",0,"Sales Associate",1,26000,"USA","White",0
"4302",37,"Female",2,"NaN",12,125000,"UK","Mixed",0
"4303",29,"Male",1,"Software Engineer",NA,71000,"Canada","Asian",0
"4304",51,"Male",3,"Data Scientist",NA,240000,"China","Chinese",0
"4305",28,"Female",1,"NaN",2,NA,"UK","Asian",0
"4306",44,"Female",2,"Human Resources Manager",15,152000,"UK","Mixed",0
"4307",38,"Male",1,"Operations Manager",11,119000,"USA","African American",0
"4308",30,"Female",0,"Sales Associate",1,26000,"UK","Mixed",0
"4309",45,"Male",3,"Data Scientist",19,190000,"UK","Mixed",0
"4310",31,"Male",1,"Software Developer",NA,85000,"UK","Asian",0
"4311",41,"Female",2,"Marketing Coordinator",13,131000,"UK","Welsh",0
"4312",34,"Male",1,"Operations Manager",8,101000,"USA","African American",0
"4313",30,"Female",2,"Human Resources Coordinator",3,49000,"Canada","White",0
"4314",44,"Male",3,"Data Scientist",18,182000,"UK","Welsh",0
"4315",35,"Female",1,"Human Resources Manager",8,92000,"UK","Mixed",0
"4316",26,"Male",0,"Sales Associate",1,26000,"Australia","White",0
"4317",37,"Female",2,"Marketing Manager",12,NA,"UK","White",0
"4318",29,"Male",1,"Software Engineer",4,71000,"USA","White",0
"4319",51,"Male",3,"Data Scientist",24,240000,"USA","White",0
"4320",28,"Female",1,"Software Developer",NA,36000,"China","Chinese",0
"4321",44,"Female",2,"Human Resources Manager",15,152000,"UK","White",0
"4322",38,"Male",1,"Operations Manager",11,119000,"USA","Hispanic",0
"4323",30,"Female",0,"Sales Associate",NA,26000,"China","Chinese",0
"4324",45,"Male",3,"Data Scientist",19,190000,"USA","Hispanic",0
"4325",31,"Male",1,"Software Developer",6,85000,"China","Chinese",0
"4326",41,"Female",2,"Marketing Coordinator",13,131000,"Canada","Black",0
"4327",34,"Male",1,"Operations Manager",8,101000,"Australia","White",0
"4328",30,"Female",2,"Human Resources Coordinator",NA,49000,"Australia","Asian",0
"4329",44,"Male",3,"Data Scientist",18,182000,"Australia","Australian",0
"4330",35,"Female",1,"Human Resources Manager",8,92000,"Canada","Asian",0
"4331",26,"Male",0,"Sales Associate",1,26000,"Australia","White",0
"4332",37,"Female",2,"Marketing Manager",12,125000,"China","Korean",0
"4333",29,"Male",1,"Software Engineer",4,71000,"Australia","Asian",0
"4334",51,"Male",3,"Data Scientist",24,240000,"Canada","Black",0
"4335",28,"Female",1,"Software Developer",2,36000,"Australia","Asian",0
"4336",44,"Female",2,"Human Resources Manager",15,152000,"Australia","White",0
"4337",38,"Male",1,"Operations Manager",11,119000,"Canada","Asian",0
"4338",30,"Female",0,"Sales Associate",1,26000,"UK","Mixed",0
"4339",45,"Male",3,"Data Scientist",19,190000,"Australia","Asian",0
"4340",31,"Male",1,"NaN",6,85000,"Canada","Black",0
"4341",41,"Female",2,"NaN",13,131000,"Australia","Asian",0
"4342",34,"Male",1,"Operations Manager",8,NA,"USA","African American",0
"4343",30,"Female",2,"Human Resources Coordinator",3,NA,"USA","Hispanic",0
"4344",44,"Male",3,"Data Scientist",18,182000,"China","Chinese",0
"4345",35,"Female",1,"Human Resources Manager",8,92000,"Australia","White",0
"4346",26,"Male",0,"Sales Associate",1,26000,"Canada","Black",0
"4347",37,"Female",2,"NaN",12,125000,"China","White",0
"4348",29,"Male",1,"Software Engineer",4,71000,"USA","Asian",0
"4349",51,"Male",3,"Data Scientist",24,240000,"Canada","White",0
"4350",28,"Female",1,"Software Developer",2,36000,"Canada","White",0
"4351",44,"Female",2,"Human Resources Manager",15,152000,"China","Korean",0
"4352",38,"Male",1,"Operations Manager",11,119000,"China","Chinese",0
"4353",30,"Female",0,"Sales Associate",1,26000,"China","White",0
"4354",45,"Male",3,"Data Scientist",19,190000,"USA","Hispanic",0
"4355",31,"Male",1,"Software Developer",NA,NA,"Australia","Asian",0
"4356",41,"Female",2,"Marketing Coordinator",13,131000,"UK","Welsh",0
"4357",34,"Male",1,"Operations Manager",8,101000,"Canada","Black",0
"4358",30,"Female",2,"Human Resources Coordinator",3,49000,"UK","Mixed",0
"4359",44,"Male",3,"Data Scientist",18,182000,"Canada","Black",0
"4360",35,"Female",1,"Human Resources Manager",NA,92000,"Australia","Australian",0
"4361",26,"Male",0,"Sales Associate",1,26000,"UK","White",0
